company_name,position_name,link_to_offer,location,contract_type,work_schedule,experience_level,type_of_work,required_technologies,optional_technologies,responsibilities_section,requirements_section,optional_section
N-IX POLAND sp. z o.o.,Middle Python Full-stack Engineer,"https://www.pracuj.pl/praca/middle-python-full-stack-engineer-bulgaria,oferta,10077155?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","
Bulgaria
abroad",b2b contract,full-time,specialist (mid / regular),home office work,"
Python
Django
Flask
JavaScript
Vue.js
React.js
Git","
C#","
Design, develop, and maintain Full-Stack applications using Python
Perform code reviews, write unit and UI tests
Solve complex performance problems and architectural challenges
Follow best practices, coding standards, and software development methodologies
Collaborate with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution","2+ years of commercial experience with Python development
Expert knowledge of a Python web framework (Django or Flask)
Knowledge of JavaScript Front-End technologies, with a focus on Vue.js or React
Experience in Windows/Linux systems
Solid knowledge of both SQL and NoSQL databases
Understanding of RESTful architecture
Familiarity with Git or other version control systems
Clear understanding of Agile methodologies
Intermediate level of English","
Experience with C# will be a plus
Desirable experience with emulation systems"
N-IX POLAND sp. z o.o.,Middle Python Full-stack Engineer,"https://www.pracuj.pl/praca/middle-python-full-stack-engineer-krakow-zablocie-43a,oferta,1002742114?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","
Zabłocie 43A, Podgórze, Kraków
Kraków, Lesser Poland",b2b contract,full-time,specialist (mid / regular),home office work,"
Python
Django
Flask
JavaScript
Vue.js
React.js
Git","
C#","
Design, develop, and maintain Full-Stack applications using Python
Perform code reviews, write unit and UI tests
Solve complex performance problems and architectural challenges
Follow best practices, coding standards, and software development methodologies
Collaborate with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution","2+ years of commercial experience with Python development
Expert knowledge of a Python web framework (Django or Flask)
Knowledge of JavaScript Front-End technologies, with a focus on Vue.js or React
Experience in Windows/Linux systems
Solid knowledge of both SQL and NoSQL databases
Understanding of RESTful architecture
Familiarity with Git or other version control systems
Clear understanding of Agile methodologies
Intermediate level of English","
Experience with C# will be a plus
Desirable experience with emulation systems"
N-IX POLAND sp. z o.o.,Middle Python Full-stack Engineer,"https://www.pracuj.pl/praca/middle-python-full-stack-engineer-wroclaw-sucha-3,oferta,1002742117?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","
Sucha 3, Krzyki, Wrocław
Wrocław, Lower Silesia",b2b contract,full-time,specialist (mid / regular),home office work,"
Python
Django
Flask
JavaScript
Vue.js
React.js
Git","
C#","
Design, develop, and maintain Full-Stack applications using Python
Perform code reviews, write unit and UI tests
Solve complex performance problems and architectural challenges
Follow best practices, coding standards, and software development methodologies
Collaborate with the product and design teams to understand end-user requirements, formulate use cases, and then translate that into a pragmatic and effective technical solution","2+ years of commercial experience with Python development
Expert knowledge of a Python web framework (Django or Flask)
Knowledge of JavaScript Front-End technologies, with a focus on Vue.js or React
Experience in Windows/Linux systems
Solid knowledge of both SQL and NoSQL databases
Understanding of RESTful architecture
Familiarity with Git or other version control systems
Clear understanding of Agile methodologies
Intermediate level of English","
Experience with C# will be a plus
Desirable experience with emulation systems"
Siepomaga.pl,DevOps Engineer,"https://www.pracuj.pl/praca/devops-engineer-poznan-plac-andersa-3,oferta,1002742316?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","plac Andersa 3, Stare Miasto, Poznań
Poznań, wielkopolskie",kontrakt b2b,pełny etat,specjalista (mid / regular),"praca stacjonarna, praca hybrydowa","
Bash
Python
Ansible
Terraform
AWS
Google Cloud Platform
Azure",,"
uczestniczysz w procesie utrzymania i rozwoju aplikacji webowej siepomaga.pl opartej na nowoczesnym stacku
w międzyczasie współpracujesz z programistami i testerami.
utrzymujesz maszyny wirtualne w świadczonych przez dostawców chmurach publicznych
monitorujesz i rozwiązujesz bieżące problemy z infrastrukturą
zapewniasz dostępność aplikacji oraz plany disaster recovery i kopie zapasowe
pracujemy w połączeniu metodologii Scrum i Kanban","posiadasz przynajmniej 2 lata na stanowisku DevOps
wiesz jak obsługiwać oraz konfigurować systemy operacyjne
potrafisz programować w Bash oraz Python
dobrze znasz Ansible i Terraform
korzystasz na codzień przynajmniej z jeden z nowoczesnych platform chmurowych (GCP, AWS, Azure)
masz możliwość pracy w biurze lub hybrydowo (3 dni w biurze/2 zdalnie)
język angielski znasz na poziomie podstawowym",
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-gdansk-aleja-zwyciestwa-13a,oferta,1002769855?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Aleja Zwycięstwa 13A, Aniołki, Gdańsk
Gdańsk, pomorskie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-katowice-francuska-36,oferta,1002769856?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Francuska 36, Katowice
Katowice, śląskie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-krakow-opolska-114,oferta,1002769852?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Opolska 114, Prądnik Czerwony, Kraków
Kraków, małopolskie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-lodz-skladowa-35,oferta,1002769857?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Składowa 35, Śródmieście, Łódź
Łódź, łódzkie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-poznan-roosevelta-22,oferta,1002769854?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Roosevelta 22, Stare Miasto, Poznań
Poznań, wielkopolskie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-warszawa-inflancka-4a,oferta,1002769851?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Inflancka 4a, Śródmieście, Warszawa
Warszawa, mazowieckie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
KPMG,Senior BI Developer - Zespół Data Intelligence Solutions,"https://www.pracuj.pl/praca/senior-bi-developer-zespol-data-intelligence-solutions-wroclaw-szczytnicka-11,oferta,1002769853?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Szczytnicka 11, Śródmieście, Wrocław
Wrocław, dolnośląskie","umowa o pracę, kontrakt b2b",pełny etat,starszy specjalista (senior),praca hybrydowa,"
Microsoft Power BI
DAX
DAX Studio
Tabular Editor
ALM Toolkit
SQL",,"
Projektowanie, modyfikacja i utrzymanie raportów, kokpitów zarządczych oraz aplikacji biznesowych przy wykorzystaniu narzędzi BI (prace rozwojowe – ok. 90% czasu),
Wsparcie klienta w zakresie analizy wymagań, identyfikacji źródeł danych oraz tworzenia procesów ETL,
Budowa chmurowych rozwiązań procesujących dane,
Analiza zebranych danych oraz zarządzanie nimi w hurtowniach oraz relacyjnych bazach danych,
Doradztwo w obszarze wyboru optymalnych rozwiązań, dostosowanych do potrzeb klienta,
Wsparcie w rozwoju umiejętności technicznych innych członków zespołu,
Zarządzanie małym zespołem deweloperów, odpowiedzialność za dostarczenie projektów do klienta końcowego,
Ścisła współpraca z właścicielem biznesowym, kierownikiem projektu, ekspertami obszarów biznesowych w celu efektywnej realizacji projektów,
Opracowywanie i utrzymywanie dokumentacji projektowej.","Bardzo dobra znajomość Power BI oraz języka DAX,
Praktyczna umiejętność wykorzystania narzędzi: DAX Studio, Tabular Editor, ALM Toolkit,
Bardzo dobra znajomości SQL,
4 lata doświadczenia zawodowego, w tym 2 lat pracy na podobnym stanowisku,
Doświadczenie w projektowaniu raportów oraz kokpitów zarządczych, zarówno w warstwie technicznej, jak i wizualnej,
Doświadczenie we współpracy z klientem w zakresie identyfikacji i analizy wymagań,
Wykształcenie wyższe – preferowane: informatyka, metody ilościowe lub pokrewne,
Bardzo dobra znajomość języka angielskiego w mowie i piśmie,
Doświadczenie w sporządzaniu podsumowań wyników testów, analiz i dokumentacji
w językach polskim i angielskim,
Bardzo dobra organizacja pracy,
Umiejętność operowania na liczbach i wyciągania logicznych wniosków.","
Znajomość pozostałych komponentów Power Platform (Power Apps, Power Automate),
Doświadczenie we wdrażaniu rozwiązań analitycznych na platformie Azure (Databricks, Azure Synapse Analytics, Data Lake, Data Factory, Azure Stream Analytics),
Znajomość Agile/SCRUM/DevOps,
Znajomość systemów wersjonowania Git,
Znajomość VBA, języka Python i/lub GNU R,
Znajomość JavaScript/TypeScript i/lub biblioteki d3.js."
State Street,"Model Validation Quantitative Analyst, Assistant Vice President","https://www.pracuj.pl/praca/model-validation-quantitative-analyst-assistant-vice-president-krakow-podgorska-36,oferta,1002688795?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Podgórska 36, Grzegórzki, Kraków
Kraków, Lesser Poland",contract of employment,full-time,specialist (mid / regular),hybrid work,,,"
Conducting model validation activities and ensure model risks are correctly identified, assessed, and captured,
Assessing model theory and model assumptions as well as considering model methods and potential options,
Testing and confirming model results by using documented procedures for running the model(s),
Reviewing code documentation for proper model implementation, including the possible simulation of results,
Working with data validation members and information technology professionals to determine model data integrity,
Performing model validation processes and performing independent model validation of significant models,
Assessing the stability and robustness of models by conducting backtesting, sensitivity testing, and stress testing,
Making recommendations and suggesting improvements related to the applicability of the different models assessed in meeting their objectives,
Ensuring compliance with the regulatory (SR11-7) and State Street quality requirements for model risk,
Delivering validation findings via management presentations and regular reports
Communicating with onsite validators, model developers and business to relay the issues and feedback and capture the action plans,
Ensuring quality checks and controls including standardization of assessments and dissemination of feedback across team members.","Strong programming skills in at least one programming language (R, Python, MATLAB, C++, SAS etc.),
Strong verbal and written communication skills, with ability to effectively articulate ideas and analysis to senior management,
Hands-on and results oriented, willingness to work in a position with uneven and high priority project work,
Willingness and ability to master concepts quickly,
Ability to gain trust and respect of business partners,
Able to complete tasks independently and as part of a team to high quality standards.
PhD in related disciplines or master’s degree with extensive business knowledge and strong technical skills (e.g., Statistics, Econometrics, Mathematics, Computer Science or Engineering); CFA, FRM or PRM designation a plus,
At least 5 years of experience in roles related to quantitative finance or quantitative research (model validation, model development, model audit, ALM, etc.), including model documentation and implementation; exposure to regulatory concerns a plus,
Strong programming skills with experience in R, Python, Matlab, C++, SAS and/or SQL.",
Supra Brokers S.A.,Administrator IT,"https://www.pracuj.pl/praca/administrator-it-wroclaw-aleja-slaska-1,oferta,1002757836?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","aleja Śląska 1, Fabryczna, Wrocław
Wrocław, dolnośląskie",umowa o pracę,pełny etat,specjalista (mid / regular),praca stacjonarna,"
Windows Server
Active Directory
GPO
Windows 10
Linux
SQL
Bash",,"
Zapewnianie ciągłości i bezawaryjności pracy stacji roboczych, laptopów oraz drukarek,
Pomoc przy opiece nad serwerami i siecią lokalną,
Wsparcie techniczne użytkowników oprogramowania używanego w przedsiębiorstwie,
Współpraca z serwisami oraz dostawcami usług IT oraz sprzętu
Naprawa i konserwacja sprzętu komputerowego,
Instalowanie i konfigurowanie oprogramowania/sprzętu,
Administracja stronami WWW - głównie Wordpress,
Zarządzanie rekordami DNS, domenami, usługami w ramach hostingu,
Administracja stacjami roboczymi oraz urządzeniami peryferyjnymi.
Nadzór nad aktualnością i właściwą konfiguracją oprogramowania
Planowanie i wdrażanie rozbudowy infrastruktury teleinformatycznej zgodnie z zapotrzebowaniem;","Co najmniej 2 lata doświadczenia w IT w ramach 1 linii wsparcia (mile widziane doświadczenie w ramach 2 linii wsparcia),
Praktyczna znajomość zagadnień i protokołów sieciowych
Praktyczna znajomość i umiejętność administrowania systemami z rodziny Linux (np. Debian, Ubuntu)
Praktyczna znajomość Windows 10 (instalacja i konfiguracja),
Znajomość Windows Server 2012, 2019 w tym Active Directory oraz GPO,
Znajomość technicznego języka angielskiego w celu analizy dokumentacji,
Umiejętność zarządzania i konfiguracji stron opartych o CMS WordPress,
Bardzo dobra znajomość pakietu biurowego MS Office,
Znajomość budowy i umiejętność serwisowania sprzętu komputerowego (pc, laptopy)","
Wykształcenie wyższe, kierunek informatyka lub pokrewne
Znajomość co najmniej jednego języka skryptowego (np. Python)
Znajomość Powershell
Znajomość, umiejętność wyszukiwania i wykorzystywania ogólnodostępnych technicznych zasobów (ServerFault, StackOverflow, ChatGPT)"
Bank Gospodarstwa Krajowego,Specjalista ds. Kontroli Transakcji Skarbowych,"https://www.pracuj.pl/praca/specjalista-ds-kontroli-transakcji-skarbowych-warszawa,oferta,1002754668?s=499ee8a1&searchId=MTY5MTQyOTgxNzYyMC4xMzM4","Warszawa
Warszawa, mazowieckie",umowa o pracę,pełny etat,specjalista (mid / regular),praca hybrydowa,,,"
Zapewnienie poprawnej parametryzacji systemu front-office w zakresie wyceny instrumentów finansowych oraz zapewnienie procesu wyceny i kalkulacji wyniku w zakresie transakcji realizowanych przez obszar skarbu
Zapewnienie parametryzacji oraz monitorowanie limitów i poziomów tolerancji w zakresie transakcji realizowanych przez obszar skarbu
Zapewnienie bieżącego raportowania na potrzeby obligatoryjne i wewnętrzne w zakresie transakcji realizowanych przez obszar skarbu
Wsparcie obszaru skarbu i innych komórek organizacyjnych w obsłudze systemu front-office
Uzgadnianie danych o instrumentach finansowych pomiędzy systemami
Wyznaczanie ekspozycji na potrzeby wymiany zabezpieczeń z tytułu umów zabezpieczających
Zapewnienie poprawności przeprowadzania procesu uzgodnienia cen transakcyjnych z cenami rynkowymi w zakresie transakcji obszaru skarbu","Wykształcenie wyższe, preferowane kierunki: ekonomia, finanse, bankowość, matematyka, statystyka, ekonometria, informatyka
Minimum 2-letnie doświadczenie w obszarze zarządzania ryzykiem finansowym lub obszarze skarbu
Znajomość instrumentów finansowych i zasad ich wyceny
Znajomość podstawowych miar ryzyka finansowego
Znajomość MS Office
Znajomość języka angielskiego na poziomie komunikatywnym","
Znajomość przepisów zewnętrznych z zakresu zarządzania ryzykiem finansowym i wyceny instrumentów finansowych (CRD/CRR, MSSF)
Znajomość systemów transakcyjnych do obsługi transakcji skarbowych
Znajomość VBA, SQL, Python
Certyfikat z zakresu ryzyka finansowego (PRM, FRM)"
